5555555505,Telcel,TEL010,10,"2025-05-01 16:55:03",250500041824,916581,Exitosa,
5555555510,Telcel,TEL050,50,,,,fracasada,"Teléfono no valido, error: 1"
5555555515,Telcel,TEL100,100,"2025-05-01 16:55:20",250500041844,760543,Exitosa,
5555555520,Telcel,TEL150,150,,,,fracasada,"Servicio no disponible"
5555555525,Telcel,TEL200,200,"2025-05-01 16:55:49",250500041866,656809,Exitosa,
5555555530,Movistar,MOV010,10,"2025-05-01 16:56:15",250500041880,541505,Exitosa,
5555555540,Movistar,MOV050,50,,,,fracasada,"Monto Invalido, error: 3"
5555555560,Movistar,MOV100,100,"2025-05-01 16:57:26",250500041939,298837,Exitosa,
